movie_id,title,overview,poster_path,source_genre,genres,poster_file,Drama,Comedy,Documentary,Romance,Action,Thriller,Horror,Crime,Music,Animation,TV Movie,Family
104934,The Muppets Go to the Movies,"In this one-hour special taped between March 9-17, 1981, Lily Tomlin and Dudley Moore join the Muppets in a tribute to film classics. Kermit the Frog hosts the program, which begins with an all-cast rendition of ""Hey a Movie!"" from The Great Muppet Caper.",/1nf2evxPCkrBNwqZ6nsB7iYZR0j.jpg,['Music'],"['Music', 'Comedy', 'Family', 'TV Movie']",/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/104934.jpg,0,1,0,0,0,0,0,0,1,0,1,1
104969,Brother of Darkness,A criminal is terrorizing his family when he is in jail until then his brother gets enough.,/gHbiRThmg9XQEfjXL6z1aDWU7cv.jpg,['Crime'],"['Thriller', 'Drama', 'Crime']",/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/104969.jpg,1,0,0,0,0,1,0,1,0,0,0,0
105053,Knights of the City,A street Gang that is also a rap group tries to get a record contract.,/6YnTLyyQUYZpAizBWV3Laxmc6Ip.jpg,['Music'],"['Music', 'Action']",/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/105053.jpg,0,0,0,0,1,0,0,0,1,0,0,0
105231,Fist of the North Star: The Legend of Kenshiro,"The film's story is a prequel to the Fist of the North Star depicting the one year interval between Kenshiro's defeat at the hands of Shin and their later battle. Unlike the others in the series this film has a completely original storyline in which Kenshiro, near death after his battle with Shin and having used his remaining energy to kill a pack of wolves, was captured by slavers. Due to his strength, Kenshiro could escape whenever he wanted, but chose to stay and protect the other slaves.",/wJg8uma4IPUZCoJcsczhr2iS8Z9.jpg,['Animation'],"['Animation', 'Action', 'Drama']",/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/105231.jpg,1,0,0,0,1,0,0,0,0,1,0,0
105280,"My Beautiful Girl, Mari","Kim Nam-woo struggles through life as people around him constantly leave him; his best friend, Jun-ho, is going to study in Seoul and in some ways his widowed mother is ""leaving"" him too by paying more attention to her new boyfriend. To escape, he goes to a dream world, where he meets a girl named Mari. The story follows Nam-woo in discovering himself and maturing.",/siks37YeobnEWiJxgxc3VyHE5nL.jpg,['Animation'],"['Fantasy', 'Animation', 'Drama']",/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/105280.jpg,1,0,0,0,0,0,0,0,0,1,0,0
105326,...And Your Name Is Jonah,"A couple whose son had been institutionalized for three years are shocked to discover that the diagnosis was wrong, and that their son is, in fact, deaf.",/c7g3wX824ZMo1gd7hobEJFCRfW1.jpg,['TV Movie'],"['Drama', 'TV Movie']",/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/105326.jpg,1,0,0,0,0,0,0,0,0,0,1,0
105388,Every Second Counts,"Every Second Counts takes an inside look at the CrossFit culture and community, where time on a stopwatch reigns as the supreme measure of performance. Those who reach the elite ranks in the burgeoning sport of CrossFit push themselves beyond limitations imposed by the mind and flirt with the limits of physical capacity. Human perseverance has never voluntarily gone this far.  The film chronicles the dramatic journey of five athletes as they prepare for and compete in the most comprehensive test of fitness on the planet, the CrossFit Games. The road to this grueling two-day program of extreme challenges reveals what it takes to be the best in the world. The climactic finish, with its surprising turn of events, shows beyond any doubt that the winner of the CrossFit Games is the fittest person on earth.",/tRVNcAfWPHNQ86MoBwK8TB51P0q.jpg,['Documentary'],"['Documentary', 'Family', 'Drama']",/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/105388.jpg,1,0,1,0,0,0,0,0,0,0,0,1
105397,Daughter of Darkness 2,"Another gruesome case involving a woman who's a sole survivor of a brutal massacre. A local constable questions the woman about her whereabouts and what might have happened the night before. As he gets the young woman to talk, she spins a tale of debauchery, madness and people so vile that you wished that they'll never see daylight again. Why is this woman so reluctant to talk? Who else might be involved in this ghastly murder? How will this bumbling cop get any solid leads or useful clues from this shell shocked woman?",/xXR6FJNfH77B3KfzMU9HgjXRSMB.jpg,"['Thriller', 'Comedy', 'Horror', 'Crime']","['Thriller', 'Comedy', 'Horror', 'Crime']",/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/105397.jpg,0,1,0,0,0,1,1,1,0,0,0,0
105437,For My Daughter's Honor,"Fourteen-year-old high school student, Amy Dustin, becomes an object of romantic affection to the school's biology teacher and football coach, Pete Nash. They take a sudden interest in each other, sending each other notes and talking on the telephone. Although Pete has a family, the two begin a secret relationship. People then begin to suspect that Pete and Amy are having an affair.",/1FkHMDXQ7cqK8GO5qYC5GjZrecy.jpg,['TV Movie'],"['Drama', 'TV Movie']",/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/105437.jpg,1,0,0,0,0,0,0,0,0,0,1,0
105444,Doraemon: Nobita's Great Adventure in the South Seas,"The search for documentation about the sea for a school work will make the magic door of Doraemon open and take Nobita to Shizuka, Gian and Sueno in the deep ocean. This time our friends embark on a huge and unique boat in order to learn about the mysteries of the sea and look for treasures. What nobody imagines is that a distortion in the line of space-time will lead them to the seventeenth century amid a great storm that will make them wreck and where Doraemon loses its magic pocket. No time to lose, our friends must find a way out. Will they succeed?",/4gGIYi40x3G6UPm1IMGqdseK0Ro.jpg,"['Family', 'Animation']","['Family', 'Animation']",/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/105444.jpg,0,0,0,0,0,0,0,0,0,1,0,1
105462,Vendetta,"Based on a true story, Vendetta tells the shocking and tragic story of a group of Sicilian immigrants working on the New Orleans docks in the 1890's. After the Chief of Police was brutally murdered, much of the city's Sicilian population was rounded up and brought in for questioning. Eventually, thirteen were formally tried for murder and nine went to trial, and while they were acquitted, a series of brutal lynchings showed they had as much to fear from the city's general populace as they did from the corrupt police force.",/9ndP7ySPPYFvETowqA5HbG22hZm.jpg,['TV Movie'],"['Drama', 'TV Movie']",/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/105462.jpg,1,0,0,0,0,0,0,0,0,0,1,0
105485,Mega Cyclone,"Jupiter’s famous blemish, the Great Red Spot, has vanished. When massive storms are reported in North America, it quickly becomes apparent that the huge, high storm that has been swirling around Jupiter for hundreds of years has landed on Earth. Swallowing up everything in its path, the Great Red Spot threatens to transform Earth into another Jupiter-like gas giant in just a matter of days!  aka Mega Cyclone",/zYT1ayJHcS8x0otYHJYZlr27Js.jpg,['TV Movie'],"['Science Fiction', 'Action', 'TV Movie']",/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/105485.jpg,0,0,0,0,1,0,0,0,0,0,1,0
105528,Cowgirls n' Angels,A group of rodeo trick-riders recruits a young girl to join them.,/eTOqYI7mtsvrBra3UEUIKBzlxUt.jpg,['Family'],"['Family', 'Drama']",/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/105528.jpg,1,0,0,0,0,0,0,0,0,0,0,1
105572,Three Seats for the 26th,"Yves Montand, playing himself, returns to his hometown of Marseilles to appear in an autobiographical musical. Once there, he searches for the barmaid he once loved and also encounters young hopeful Marion, giving her the chance of a lifetime",/rKSHv654ordqzk14qyVhwiE4Ite.jpg,['Music'],"['Music', 'Drama']",/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/105572.jpg,1,0,0,0,0,0,0,0,1,0,0,0
105583,"Diaries, Notes, and Sketches",An epic portrait of the New York avant-garde art scene of the 60s.,/3iyvGft8nwGJFX62H5RawllN6Gp.jpg,['Documentary'],['Documentary'],/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/105583.jpg,0,0,1,0,0,0,0,0,0,0,0,0
105614,Rope Cosmetology,After meeting an artist who specializes in the practice of BDSM a married couple decides to spice up their marriage with a little bit of doggie training. Woof. Woof.,/mrKgaOphcJeMd3il9bB1DXX5XuW.jpg,['Horror'],"['Drama', 'Horror']",/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/105614.jpg,1,0,0,0,0,0,1,0,0,0,0,0
105661,There Is No Sexual Rapport,"A portrait of HPG, actor, director, and producer of pornographic films, entirely conceived from the thousands of hours of making-of recorded during his film shoots. More than a simple archive of the behind the scenes of an X-rated film, this documentary questions pornography and the passion for reality that characterizes it.",/gKBd9BBxa77obxbAiRSsyDSn5ur.jpg,['Documentary'],['Documentary'],/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/105661.jpg,0,0,1,0,0,0,0,0,0,0,0,0
105666,The Call of Sex,A man finds a woman that reminds him of his long lost love: his step-sister with whom he initiated his sex life. But he is married and his wife wants proof of the cheating to get a divorce.,/mK8z5RWaUVDBoiagrxoF8UZQuCr.jpg,['Thriller'],['Thriller'],/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/105666.jpg,0,0,0,0,0,1,0,0,0,0,0,0
105678,God Save My Shoes,"God Save My Shoes is the first documentary film to explore the intimate relationship between women and shoes, questioning why shoes are the most addictive item in a woman's closet and how shoes have become a totem object.",/dfdED3rHlumVSbPOp1IXtGEQaLN.jpg,['Documentary'],['Documentary'],/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/105678.jpg,0,0,1,0,0,0,0,0,0,0,0,0
105768,Flicka: Country Pride,Flicka and Toby help out a struggling stable owner and her teenage daughter.,/jJpYWz8wqXypAWhJJ0yVUtaHc79.jpg,['Family'],"['Family', 'Drama']",/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/105768.jpg,1,0,0,0,0,0,0,0,0,0,0,1
105814,The Imp,Shan is in search of her twin sister who disappeared leaving nothing more than a native doll. Along the way she meets a mobile film crew. They discover that something isn't quite right with the boarding house in which they're staying.,/bAAjQOI8VUd340XLc0DfaqQCLyT.jpg,['Horror'],['Horror'],/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/105814.jpg,0,0,0,0,0,0,1,0,0,0,0,0
105819,The Peeping Tom,"Roy Chen Chih Lai is a serial rapist and murderer with a leg fetish, and cuts off his victims' legs as trophies after he's through with them. One day at a bank robbery shootout, he catches police woman Cheng Hsuen on camera, and chooses her to be his next victim. He begins to stalk her and enter her personal life, even waiting for her inside her home. He notices her sister, Kelly, as well (who is also a cop), and her boyfriend, Ken. After he kidnaps and rapes Kelly, Cheng decides to lure the madman by using herself as bait, and bring justice to the situation.",/fTlcWwmUt4iNsu7PKz8Y3jWnLtQ.jpg,['Thriller'],"['Thriller', 'Crime']",/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/105819.jpg,0,0,0,0,0,1,0,1,0,0,0,0
105825,Erotic Ghost Story III,"A wanderer meets a monk with magical powers and becomes entranced by a mural of exquisite dancing women. He enters the painting, unaware of the conspiracy behind it, and must rescue the women who are trapped within.",/2b1Y6NbZenY45DgC5CwncoLkpo.jpg,"['Drama', 'Horror']","['Drama', 'Horror', 'Fantasy']",/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/105825.jpg,1,0,0,0,0,0,1,0,0,0,0,0
105836,Escape from Hell,"A women's prison camp is located deep in the tropical rain forest. Sadistic guards and a warden from hell make life almost unbearable for the inmates, and any infraction of the rules is dealt with swiftly and savagely. The camp doctor is horrified at what he sees happening, and drinks heavily to push the horror away. Finally the inmates have had had enough, and they enlist the help of the doctor to try and escape.",/gSQr7mS6M6jY02udDWAXVhRKl4I.jpg,"['Thriller', 'Crime']","['Thriller', 'Adventure', 'Crime']",/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/105836.jpg,0,0,0,0,0,1,0,1,0,0,0,0
105864,The Good Dinosaur,An epic journey into the world of dinosaurs where an Apatosaurus named Arlo makes an unlikely human friend.,/8RSkxOO80btfKjyiC5ZiTaCHIT8.jpg,"['Family', 'Animation']","['Adventure', 'Family', 'Animation']",/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/105864.jpg,0,0,0,0,0,0,0,0,0,1,0,1
105904,Naked Poison,"Nerdy office worker Min gets his kicks taking sneaky snaps of his female co-workers, spying on his neighbours having rough sex, and coating himself in oil before bashing one out to internet porn; things change, however, when he mixes ingredients from his late grandfather's medicine shop to create the ultimate aphrodisiac/date-rape drug, which he uses to satisfy both his sexual urges and his desire for revenge on office bullies Winnie and Peter.",/t2WlXZkUxliOVPw23TujDeUu65E.jpg,"['Thriller', 'Horror']","['Thriller', 'Horror']",/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/105904.jpg,0,0,0,0,0,1,1,0,0,0,0,0
105927,Robowar,A group of commandos heads into the jungles of Venezuela on a highly classified mission and encounters a robotic killing machine.,/ps4uhlLu9arQeImGZoncftRVh1.jpg,['Action'],"['War', 'Science Fiction', 'Action']",/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/105927.jpg,0,0,0,0,1,0,0,0,0,0,0,0
105962,A Mile in His Shoes,"Based on the book “The Legend of Mickey Tussler”, this film follows the story of eighteen-year-old Mickey Tussler, who lives on a farm with his father and mother and who has Asperger’s Syndrome, a form of autism. But he can throw apples at an amazing speed.  When a chance meeting occurs with the baseball manager of the semi-pro team the River Rats, from Clayton, Ohio, Mickey gets a chance to pitch for the team and to prove to his father he can do more than live hidden away on the family farm, taking care of his pig Oscar.",/vh5Ok5yqk5cWea175wJ4CQrwdik.jpg,['Family'],"['Family', 'Drama']",/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/105962.jpg,1,0,0,0,0,0,0,0,0,0,0,1
105965,Beverly Hills Chihuahua 3,"When Papi, Chloe, the pups, Uncle Pedro, and their owners move to a hotel, the smallest pup Rosa feels like she doesn't fit in, and Papi wants to make her feel better by showing her how special she is.",/fK3U8xulldz6lhMDuz3LFB7ngWH.jpg,"['Comedy', 'Family']","['Comedy', 'Family']",/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/105965.jpg,0,1,0,0,0,0,0,0,0,0,0,1
105978,Neil Young Journeys,"In May of 2011, Neil Young drove a 1956 Crown Victoria from his idyllic hometown of Omemee, Ontario to downtown Toronto's iconic Massey Hall where he intimately performed the last two nights of his solo world tour. Along the drive, Young recounted insightful and introspective stories from his youth to filmmaker Jonathan Demme. Through the tunes and the tales, Demme portrays a personal, retrospective look into the heart and soul of the artist.",/dWCCrn8zuniBxWbHW1dahvjTdk4.jpg,"['Music', 'Documentary']","['Music', 'Documentary']",/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/105978.jpg,0,0,1,0,0,0,0,0,1,0,0,0
105984,Jungle Book,"When Mowgli was just a baby, or as his adopted parents call him, a ""man cub,"" Shere Khan the tiger went after Mowgli's mother and father. Baby Mowgli wondered off into the den of a wolf family with newly arrived cubs. The mother wolf wants to add Mowgli to her pack of cubs and when the others see how brave Mowgli is, they agree. Shere Khan, having been searching for the baby since he attacked the parents, finally finds him in the wolf den. When the wolves protect him, Shere Khan vows to hunt Mowgli down someday and becomes driven to destroy him.",/5qjql5gRYH1mb9VgWNqJC4KXGrq.jpg,['Music'],"['Family', 'Music', 'Animation', 'Drama', 'Adventure']",/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/105984.jpg,1,0,0,0,0,0,0,0,1,1,0,1
106021,Erased,A former agent of the CIA and his estranged daughter go on the run after his employers target them for assassination.,/m9pUIC2lp40KvDxdiCRP7PFjXYs.jpg,"['Thriller', 'Action']","['Thriller', 'Action']",/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/106021.jpg,0,0,0,0,1,1,0,0,0,0,0,0
106046,Assault,"After a schoolgirl is raped while taking a short cut through the local woods, and another murdered a few days later, the police are baffled. With the help of a reporter, and against the wishes of a local psychologist, a young schoolteacher uses herself as bait to lure the perpetrator out.",/zx4xaFck68SuahsGvo2WCPaHpdv.jpg,"['Horror', 'Crime']","['Mystery', 'Drama', 'Horror', 'Crime']",/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/106046.jpg,1,0,0,0,0,0,1,1,0,0,0,0
106109,Little Red Riding Hood,"Mother is making donuts: She throws up a circle of dough, and a cat shoots a hole in it. Later, he fishes them out of the oil with a fishing line; he eats one, and loses all 9 lives. Mother puts together a basket for Red to take to granny. Red uses her cart, which is pushed by her little dog; the cart gets a flat tire, and she inflates a donut to replace it. A wolf (a human lothario) drives by in a flivver, and dashes off to grandma's house, where he finds a note saying she's gone to the movies. He shrinks his car and stashes it in his pocket, then waits for Red, who stopped to watch a dancing flower. Red arrives, and they go into the house, where he attempts to have his way with her. The dog rushes off and gets help from an airplane pilot, who uses a skyhook to remove the house and, ultimately, lift the wolf in his car and drop him in the lake. Written by Jon Reeves",/alrtrjbQGTfZp8T0V5jTNsDopqL.jpg,['Animation'],"['Comedy', 'Family', 'Animation']",/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/106109.jpg,0,1,0,0,0,0,0,0,0,1,0,1
106112,Flowers and Trees,A jealous stump threatens two trees that are in love by starting a forest fire. When the rain comes and puts out the fire the forest revives and celebrates the wedding.,/7qV8IuQll3DxZWYtCpj8HtwwGiL.jpg,"['Music', 'Animation']","['Music', 'Romance', 'Animation', 'Comedy', 'Thriller']",/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/106112.jpg,0,1,0,1,0,1,0,0,1,1,0,0
106160,"My Stepson, My Lover",A kind nurse finds herself embroiled in a tense and potentially deadly family affair when she falls for the son of her ruthless new husband.,/uTUHJCG4wSUAxbfYeUktNtxFJDr.jpg,['TV Movie'],"['Drama', 'TV Movie']",/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/106160.jpg,1,0,0,0,0,0,0,0,0,0,1,0
106164,Doraemon: Nobita and the Galaxy Super-express,Doraemon went missing for 3 days. But it turns out later that he went to the 22nd century to buy a mystery galactic express train ticket whose destination is a secret until the passengers arrive there and see for themselves.,/moqO24uCB0k6q4qPyAwb7O0xeWM.jpg,"['Family', 'Animation', 'Action']","['Family', 'Animation', 'Action', 'Adventure', 'Science Fiction']",/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/106164.jpg,0,0,0,0,1,0,0,0,0,1,0,1
106254,The End of St. Petersburg,"Shortly before the outbreak of WWI, a peasant from rural Russia arrives in St. Petersburg to find work.",/wKLkiMq76do71f1TcHqXbvkiXOp.jpg,['Drama'],['Drama'],/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/106254.jpg,1,0,0,0,0,0,0,0,0,0,0,0
106262,"The Shark Is Still Working: The Impact & Legacy of ""Jaws""","After three decades, Jaws continues to intrigue, thrill and frighten viewers. This documentary focuses on the many ways in which Jaws has helped to shape popular culture.",/vPMkNgpHfgGP38Ula9SN48TakhY.jpg,['Documentary'],['Documentary'],/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/106262.jpg,0,0,1,0,0,0,0,0,0,0,0,0
106339,Level Up,"Four very different high school teenagers battle trolls, ghouls and a dark leader of them named Maldark in a video game that goes haywire and releases the battle into the real world.",/u9mgQLRQ4cneHKnzzJh3ZY227rd.jpg,['TV Movie'],"['Comedy', 'Family', 'Fantasy', 'TV Movie']",/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/106339.jpg,0,1,0,0,0,0,0,0,0,0,1,1
106350,Fast Forward,"Eight young people from Ohio who are dancers, come to New York, to compete in a major talent competition. But when they get there, they learn that they have to wait some time before they take part in it. So they try to do their best to survive in the Big Apple before competition, and get some lessons about the real World.",/5PqsWAh4PaT6nBQ9e6Srv5aDmMD.jpg,['Music'],"['Music', 'Drama']",/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/106350.jpg,1,0,0,0,0,0,0,0,1,0,0,0
106402,The Severed Arm,"Trapped in a cave, five men cut the arm off of another companion in order to ward off starvation. After they are saved, their victim seeks revenge on them one by one.",/7Bp6f2wWQH8gjCSvMhsP4ydrKvD.jpg,['Horror'],['Horror'],/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/106402.jpg,0,0,0,0,0,0,1,0,0,0,0,0
106515,Ali Baba Goes to Town,"While visiting Hollywood a starstruck movie fan (Eddie Cantor) fantasizes about himself cast in an Arabian adventure. Director David Butler's comedy--with many songs--also features Tony Martin, Roland Young, Gypsy Rose Lee (billed as Rose Hovick), John Carradine, June Lang, Virginia Field, Charles Lane, The Peters Sisters and many big-name guest stars playing themselves.",/8s3ApbS97KDPIHi8CeqpulOc980.jpg,['Music'],"['Music', 'Comedy', 'Family', 'Fantasy']",/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/106515.jpg,0,1,0,0,0,0,0,0,1,0,0,1
106631,Legends of Valhalla: Thor,An over confident teen with a magical weapon and a handful of imperfect gods join forces against an evil queen and her army of giants,/6gs0642LLTa5Nl6vUR06ZQ3stTu.jpg,"['Family', 'Animation']","['Family', 'Animation', 'Adventure', 'Comedy', 'Fantasy']",/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/106631.jpg,0,1,0,0,0,0,0,0,0,1,0,1
106646,The Wolf of Wall Street,"A New York stockbroker refuses to cooperate in a large securities fraud case involving corruption on Wall Street, corporate banking world and mob infiltration. Based on Jordan Belfort's autobiography.",/kW9LmvYHAaS9iA0tHmZVq8hQYoq.jpg,"['Comedy', 'Drama', 'Crime']","['Comedy', 'Drama', 'Crime']",/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/106646.jpg,1,1,0,0,0,0,0,1,0,0,0,0
106685,Paris by Night,"Police commander Simon Weiss, head of the division that supervises Paris’s demi-monde, starts out on his nightly tour of bars, discos and strip clubs, making sure once again that the owners don’t bend the rules too far. Weiss knows he’s between a rock and hard place: it’s obvious that criminal gangs run rampant in his special domain, and even more obvious that they’re protected by higher-ups in the department.",/dVrIGR1Vk9c6frrCAZRq7n3JzDV.jpg,['Crime'],"['Drama', 'Crime']",/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/106685.jpg,1,0,0,0,0,0,0,1,0,0,0,0
106747,Machete Kills,Ex-Federale agent Machete is recruited by the President of the United States for a mission which would be impossible for any mortal man – he must take down a madman revolutionary and an eccentric billionaire arms dealer who has hatched a plan to spread war and anarchy across the planet.,/3i4UgSZmAJXt6Euy5azvknmzsm9.jpg,"['Thriller', 'Action', 'Crime']","['Thriller', 'Action', 'Crime']",/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/106747.jpg,0,0,0,0,1,1,0,1,0,0,0,0
106752,Angel Guts: Nami,While investigating stories of rape for a magazine article a determined but callus reporter becomes perversely aroused as she meets the women who are suffering through the horror of their experiences. But will she suffer their fate if she goes too far?,/l2LYq8uGpKeAiJrUkuA24KpEpOC.jpg,['Horror'],['Horror'],/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/106752.jpg,0,0,0,0,0,0,1,0,0,0,0,0
106825,Mother Wore Tights,"In this chronicle of a vaudeville family, Myrtle McKinley (class of 1900) goes to San Francisco to attend business school, but ends up in a chorus line. Soon, star Frank Burt notices her talent, hires her for a ""two-act"", then marries her. Incidents of the marriage and the growing pains of eldest daughter Miriam are followed, interspersed with nostalgic musical numbers.",/60FY8mXol3sRdbH4o12ylYPtQKE.jpg,['Music'],"['Music', 'Drama']",/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/106825.jpg,1,0,0,0,0,0,0,0,1,0,0,0
106833,April Love,"A teenager, recently in trouble with the police, is sent to live with his aunt and uncle on their Kentucky farm in order to rediscover life's values.",/64Zay1PxaN2uFNlvlOey2Li84i2.jpg,['Music'],"['Romance', 'Music', 'Comedy', 'Drama']",/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/106833.jpg,1,1,0,1,0,0,0,0,1,0,0,0
106876,The Black Panther,"A gung-ho ex-military man pursues a secret life of crime, culminating in the kidnapping of a teenage heiress.",/iR0GRhxL1GlpXTGTDvQKX1tfzrl.jpg,['Crime'],"['Thriller', 'Drama', 'Crime']",/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/106876.jpg,1,0,0,0,0,1,0,1,0,0,0,0
107011,Ballet Mécanique,"A pulsing, kaleidoscope of images set to an energetic soundtrack. This is a world in motion, dominated by mechanical and repetitive images, with a few moments of solitude in a garden.",/qtwJ26jLHCxgZdVp0faIpyZroRR.jpg,['Documentary'],"['Documentary', 'Fantasy']",/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/107011.jpg,0,0,1,0,0,0,0,0,0,0,0,0
107100,Seattle Superstorm,"An object is shot down over Seattle and the debris begins to affect the local weather, ultimately threatening the whole world.",/1qDBcSvSfSutZ2UjhnZszNEHVtL.jpg,['TV Movie'],"['Science Fiction', 'Action', 'TV Movie']",/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/107100.jpg,0,0,0,0,1,0,0,0,0,0,1,0
107121,Bizarre,"An offbeat anthology film, mix of sex, horror and humor filmed in varied styles.",/olQaUZtPLZbU0UyZeZnhYkBis4y.jpg,['Horror'],"['Horror', 'Fantasy']",/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/107121.jpg,0,0,0,0,0,0,1,0,0,0,0,0
107235,Architecture 101,"When Seung-min was on his first year at the Academy of Architecture, he met Seo-yeon. She was a musician student, and Seung-min totally fell in love with her. Years have passed, and now he meets Seo-yeon again - she asks him to rebuild her father's old house.",/349EO3Wrvc2d9F58nyTR1Y1hl6r.jpg,['Romance'],"['Comedy', 'Romance']",/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/107235.jpg,0,1,0,1,0,0,0,0,0,0,0,0
107248,The Love Eterne,"In this dreamy romance set in China during the fourth-century, a young woman convinces her parents to allow her to dress as a boy and attend university.",/dZW1z3ACCtGeeG87umzOQ04pOe7.jpg,['Music'],"['Romance', 'Music', 'Drama']",/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/107248.jpg,1,0,0,1,0,0,0,0,1,0,0,0
107250,The Wandering Soul Murders,"Haunted by the murder of her politician husband 6 years ago, former police detective Joanne Kilbourn (Wendy Crewson) keeps looking for clues, with the help of her old partner (Victor Garber). When a prime suspect is caught, it looks as if the killer may finally be brought to justice … but in a shocking turn of events, the suspect is gunned down as he's brought to the police station. Is there more to her husband's death than Joanne realized?",/jG7RZYRFFlIt1Cbw36U6Y7Fd19Z.jpg,['TV Movie'],"['Crime', 'Mystery', 'Drama', 'TV Movie']",/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/107250.jpg,1,0,0,0,0,0,0,1,0,0,1,0
107257,A Perfect Ending,"This intimate drama follows Rebecca, a woman who has kept her sexuality a secret from her friends but chooses to reveal it to a stranger. While Rebecca's revelations may not yield the results she expects, a perfect ending is still in reach.",/mjwWEwE1xdbtFGCOgeXi5jvQnOU.jpg,['Romance'],"['Romance', 'Drama']",/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/107257.jpg,1,0,0,1,0,0,0,0,0,0,0,0
107309,Catch Me If You Can,"When a 12 year old boy with an attitude witnesses a mob killing, the job of protecting him falls to a down-on-his luck cop.",/olFOmvAqEp6Y3qYBjHFvRvQTWig.jpg,"['TV Movie', 'Family', 'Crime']","['Thriller', 'Family', 'TV Movie', 'Crime']",/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/107309.jpg,0,0,0,0,0,1,0,1,0,0,1,1
107345,Sketch Artist II: Hands That See,Police sketch artist Jack Whitfield helps blind rape victim Emmy describe her attacker – a serial rapist and murderer who is now out to get her.,/jpmsv0oDgCxxy0GGpSvSxMyFu9v.jpg,['TV Movie'],"['Thriller', 'TV Movie', 'Drama', 'Crime']",/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/107345.jpg,1,0,0,0,0,1,0,1,0,0,1,0
107397,Nathalie: Escape from Hell,"When a Russian doctor (Patrizia Gori) falls foul of the Nazis, she finds herself imprisoned at Fort Stilberg, a luxury brothel for German top brass where the women are overseen by sadistic SS officer Helga Hortz (Jacqueline Laurent). The doctor's medical skills bring her to the attention of Nazi Lieutenant Erik Mueller (Jack Taylor), who saves the lovely lady from becoming one of the establishment's 'hostesses' by assigning her to the infirmary.",/d93oiCPUSB6Yq92LOqVdM3BRmuB.jpg,"['Thriller', 'Drama', 'Horror']","['Thriller', 'Drama', 'Horror']",/content/drive/MyDrive/Tmdb_posters_custom/movie_posters/107397.jpg,1,0,0,0,0,1,1,0,0,0,0,0
